card_id,name,pitch,classes,talents,kind,type_text,cost,power,defense,cc_legal,rarities,easiest_rarity,sets,printing_code,image_url
kmWDHgcj8hrqMgrtJ6dwW,Blood Tribute,2,,Shadow,Deck,Shadow Instant,0,,,true,C,C,MON,MON216,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON216.webp
tdqH9kBqn9TbjRBHHDrfP,Blood Tribute,3,,Shadow,Deck,Shadow Instant,0,,,true,C,C,LEV|MON,LEV025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LEV025.webp
G7PgmckBqgBGmPgFbCnDP,Bloodied Boots,,,,Equipment,Event Equipment - Legs,,,0,false,R,R,SMP,SMP017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP017.webp
K6CjrfF8bkMCL8WBhfwPc,Bloodied Gauntlet,,,,Equipment,Event Equipment - Arms,,,0,false,R,R,SMP,SMP016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP016.webp
HjWHLmGhtLQTKjzGRRrdF,Bloodied Helm,,,,Equipment,Event Equipment - Head,,,0,false,R,R,SMP,SMP014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP014.webp
fgm7jmdTQgBBcd6JPdjcW,Bloodied Oval,,Generic,,Equipment,Generic Equipment - Off-Hand,,,*,true,C,C,BET|HVY,BET003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BET003.webp
7p6zQ9qPTLtrWq8Wg6zjC,Bloodied Shield,,,,Equipment,Event Equipment - Off-Hand,,,2,false,R,R,SMP,SMP018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP018.webp
fMrFHR8DtpGQkCcHDCrDM,Bloodied Strapping,,,,Equipment,Event Equipment - Chest,,,0,false,R,R,SMP,SMP015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP015.webp
drbBwrNtMRPTJ79LBQWWB,Bloodrot Pox,,Generic,,Token,Generic Token - Disease Aura,,,,true,B|T|C|P,B,AAC|AAZ|ARA|AZL|FAB|LGS|OUT|RIP|SAZ|UZU,AAC030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AAC030.webp
MrtrMDKjt868mrrb9cjJW,Bloodrot Trap,1,Assassin|Ranger,,Deck,Assassin / Ranger Defense Reaction - Trap,0,,3,true,C,C,ARA|OUT|RIP,ARA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARA019.webp
fTbpMzhTMBwFNCpGKCft7,Bloodrush Bellow,2,Brute,,Deck,Brute Action,1,,3,true,M,M,1HP|WTR,1HP014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP014.webp
nGHhHDgKmGgb7gjwWjHJF,Bloodsheath Skeleta,,Runeblade,,Equipment,Runeblade Equipment - Chest,,,2,true,M,M,1HP|AVS|CRU,1HP264,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP264.webp
qMJTpNtk6pbwMTqkRzhRG,Bloodspill Invocation,1,Runeblade,,Deck,Runeblade Action - Aura,1,,2,true,C,C,1HP|ARC,1HP291,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP291.webp
Cww8rKzD9W6Nf7TfwTBwL,Bloodspill Invocation,2,Runeblade,,Deck,Runeblade Action - Aura,1,,2,true,C,C,1HP|ARC,1HP292,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP292.webp
qbzLPGM6RCTWWhGKdnCNf,Bloodspill Invocation,3,Runeblade,,Deck,Runeblade Action - Aura,1,,2,true,C,C,1HP|ARC,1HP293,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP293.webp
KPrJfDdHDTrz6BHRdBFMq,Bloodtorn Bodice,,Runeblade,,Equipment,Runeblade Equipment - Chest,,,0,true,C|P,C,AUA|FLR|LGS|ROS,AUA004,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AUA004.webp
gwz9PFtw8TdHG9DDTDctw,Blossom of Spring,,Generic,,Equipment,Generic Equipment - Chest,,,0,true,C|P,C,ARA|AUR|BDD|DDD|DVR|FAB|KAT|LGS|LSS|RVD|SAR|SAZ|SBA|SDA|SDO|SEN|SVI|TER,ARA004,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARA004.webp
WbbB7d7qFbb8mW66GNCjn,Blossoming Decay,1,,Earth,Deck,Earth Action - Attack,2,5,2,true,C,C,ROS|VER,ROS049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS049.webp
fzLHhjCCMWFGn9nnhNHwG,Blossoming Decay,2,,Earth,Deck,Earth Action - Attack,2,4,2,true,C,C,ROS|VER,ROS050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS050.webp
hrH8MTCmLwnnJHhdNggMP,Blossoming Decay,3,,Earth,Deck,Earth Action - Attack,2,3,2,true,C,C,ROS|VER,ROS051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ROS051.webp
nDWpQJCqCqHJM6WbhD7GN,Blossoming Spellblade,1,Runeblade,Elemental,Deck,Elemental Runeblade Action - Attack,2,6,3,true,M,M,ELE,ELE064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE064.webp
Fp6nwdwf88LdLLcTJcFHr,Blow for a Blow,1,Generic,,Deck,Generic Action - Attack,2,4,2,true,C,C,SEA,SEA216,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEA216.webp
KtQQggkn6LkFz7dGHNLWj,Blue Fin Harpoon,3,Pirate|Ranger,,Deck,Pirate Ranger Action - Arrow Attack,2,4,3,true,R|P,R,GEM|SEA,GEM054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM054.webp
8TbK6kFJcDtRjqwNzBbmp,Blue Sea Tricorn,,Pirate,,Equipment,Pirate Equipment - Head,,,1,true,C|P,C,LGS|SEA,LGS392,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LGS392-CF.webp
BkgQ96BfrtLKmrrnPJwB8,Bluff Catcher,2,Warrior,,Deck,Warrior Action,2,,3,true,M,M,AOL|MPW,AOL018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AOL018.webp
qJ7GMMpjmGBpPKLHcnJc9,Blunt Retort,,Warrior,,Equipment,Warrior Equipment - Head,,,1,true,C,C,MPW,MPW013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW013.webp
RHPQfjcCgDTBLmWrNKGbR,Blunten,2,Warrior,,Deck,Warrior Block,,,2,true,M,M,PEN,PEN049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN049.webp
9prz8nBBPGdwQqttNdJJz,Blur Reality,3,Illusionist,Lightning,Deck,"Lightning, Illusionist, Instant",0,,,true,R,R,AZS,AZS025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AZS025.webp
rmgJwFTgdKNFc8LcPKbJJ,Bluster Buff,1,Generic,,Deck,Generic Action - Attack,1,6,3,true,R|P,R,FAB|SUP,FAB396,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB396-RF.webp
nGCNDPFfPdhBFqBQBPWwk,Board the Ship,1,Pirate|Necromancer,,Deck,Pirate Necromancer Action - Attack,2,6,3,true,R|P,R,FAB|SEA,FAB347,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB347-RF.webp
LmKFmh8JznLWB8mTjmRcC,Boast,3,Guardian,,Deck,Guardian Block,,,3,true,M|P,M,FAB|HVY,FAB189,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB189-CF.webp
CdFkL9pbDdFj8DKnRHHGn,"Bolfar, Bear Hands",,Guardian,,Hero,Guardian Hero - Pit-Fighter,,,,false,M,M,SMP,SMP001,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SMP001.webp
qh6Ww9QDjpGFfHG8gJgb7,Bolt of Courage,1,Warrior,Light,Deck,Light Warrior Action - Attack,0,3,3,true,C,C,ASB|BOL|MON|SBL,ASB008,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ASB008.webp
JhtJmJPBBhtrnzgBNBngL,Bolt of Courage,2,Warrior,Light,Deck,Light Warrior Action - Attack,0,2,3,true,C,C,ASB|MON|SBL,ASB021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ASB021.webp
8H9zn9bBbkGfwbDrRjCRQ,Bolt of Courage,3,Warrior,Light,Deck,Light Warrior Action - Attack,0,1,3,true,C,C,BOL|MON,BOL022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BOL022.webp
dMgNNhpNmBbDpjQHKC8j7,Bolt'n Boots,,Ranger,,Equipment,Ranger Equipment - Legs,,,1,true,R|P,R,FAB|PEN|SAZ,FAB417,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB417-GF.webp
qrRLQz7cjpKL6dGrjnbDp,Bolt'n' Shot,1,Ranger,,Deck,Ranger Action - Arrow Attack,0,4,3,true,R|P,R,AAZ|ELE|GEM|LXI|SAZ,AAZ009,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AAZ009.webp
rD7Jt7QKft9cPBKgjmTNq,Bolt'n' Shot,2,Ranger,,Deck,Ranger Action - Arrow Attack,0,3,3,true,R,R,ELE,ELE217,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE217.webp
fCNzFrbKLkdgtrnMdp7D8,Bolt'n' Shot,3,Ranger,,Deck,Ranger Action - Arrow Attack,0,2,3,true,R,R,ELE,ELE218,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE218.webp
76KHBFmKK6NdFdc7zcmHk,Bolting Blade,2,Warrior,Light,Deck,Light Warrior Action - Attack,4,7,3,true,M,M,MON,MON032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON032.webp
Fmf8trg9w8B8BBbWrf8w9,Boltyn,,Warrior,Light,Hero,Light Warrior Hero - Young,,,,false,T|C|R|P,T,BOL|DTD|HER|MON|SBL,BOL001,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BOL001-RF.webp
wJtCpBD9Hd8TzNRghPzFM,Bonds of Agony,3,Assassin,,Deck,Assassin Action - Attack,0,1,3,true,M,M,MST,MST103,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST103.webp
RMH9HdzcjCWdzLR7qwgbm,Bonds of Ancestry,1,Ninja,,Deck,Ninja Action - Attack,2,4,3,true,R,R,KAT|OUT,KAT007,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/KAT007.webp
dPTR67DTztNrb8wdFHnGW,Bonds of Ancestry,2,Ninja,,Deck,Ninja Action - Attack,2,3,3,true,R,R,OUT,OUT057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OUT057.webp
jrHMpbmnF6Hh97PffFzG8,Bonds of Ancestry,3,Ninja,,Deck,Ninja Action - Attack,2,2,3,true,R,R,OUT,OUT058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OUT058.webp
dTftJfGFgDFTcPdkFKQGC,Bonds of Attraction,1,Assassin,,Deck,Assassin Action - Attack,0,3,3,true,R,R,MST,MST109,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST109.webp
ffNt7P8KbGTzB8NBf9jD8,Bonds of Attraction,2,Assassin,,Deck,Assassin Action - Attack,0,2,3,true,R,R,MST,MST110,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST110.webp
dBcbb7TPrWTwm9q8Mff9L,Bonds of Attraction,3,Assassin,,Deck,Assassin Action - Attack,0,1,3,true,R,R,MST|NUU,MST111,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST111.webp
bndJRd9j7KdFrzkwKngmJ,Bonds of Memory,1,Assassin,,Deck,Assassin Action - Attack,0,3,3,true,C,C,MST|NUU,MST115,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST115.webp
PpqRhHJBbdPQQCCDg6kQQ,Bonds of Memory,2,Assassin,,Deck,Assassin Action - Attack,0,2,3,true,C,C,MST,MST116,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST116.webp
RGd9j6fF9Nn8NFB9B6pfN,Bonds of Memory,3,Assassin,,Deck,Assassin Action - Attack,0,1,3,true,C,C,MST|NUU,MST117,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST117.webp
LCbjKjHJJd8JJDNWrd6CC,Bone Basher,,Brute,,Weapon,Brute Weapon - Club (2H),,4,,true,C,C,RVD,RVD002,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/RVD002-CF.webp
FtpGCGDBMdRPgcbb7MTdM,Bone Head Barrier,2,Brute,,Deck,Brute Instant,1,,,true,S,S,WTR,WTR010,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/WTR010.webp
wzmJ9hckLQFhDgbbJntzz,Bone Puppetry,,Necromancer,,Equipment,Necromancer Equipment - Arms,,,2,true,M,M,PEN,PEN151,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN151.webp
96FgPdNpKj7CpbmtgGCjR,Bone Vizier,,Brute,,Equipment,Brute Equipment - Head,,,1,true,C|P,C,FAB|RVD,FAB106,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB106-GF.webp
NdJfHMk8nMjh67drcwMK7,Bonebreaker Bellow,1,Brute,,Deck,Brute Action,1,,3,true,C,C,ARR|HVY|RHI,ARR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARR015.webp
TDLFjnMHgTRGkfnwrFkLh,Bonebreaker Bellow,2,Brute,,Deck,Brute Action,1,,3,true,C,C,HVY|RHI,HVY042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/HVY042.webp
RjcPtRpbKCD9THck8w7Nw,Bonebreaker Bellow,3,Brute,,Deck,Brute Action,1,,3,true,C,C,ARR|HVY|RHI,ARR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARR025.webp
wmTPDLtBjwhmbKqqJmgCm,Boneyard Marauder,1,Brute,Shadow,Deck,Shadow Brute Action - Attack,1,6,3,true,C|P,C,FAB|LEV|MON,FAB023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB023-RF.webp
ffTGRRhMJmDGQQK9WPw6t,Boneyard Marauder,2,Brute,Shadow,Deck,Shadow Brute Action - Attack,1,5,3,true,C,C,MON,MON136,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON136.webp
cW9DC9PbTtg8nqwr7JcLD,Boneyard Marauder,3,Brute,Shadow,Deck,Shadow Brute Action - Attack,1,4,3,true,C,C,LEV|MON,LEV018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LEV018.webp
8gGBjzcNg9D9fnFQRpMqz,"Boo, Resident Spook",2,Pirate|Necromancer,,Deck,Pirate Necromancer Action - Ally,1,2,,true,M|V,M,PEN,PEN156,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN156.webp
GqcFmmwLcNfhh7pztGLgt,Boom Grenade,1,Mechanologist,,Deck,Mechanologist Action - Item,0,,,true,C|P,C,AIO|EVO|GEM|SDA,AIO015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AIO015.webp
bCBGzFbQJnMCpTdwRWfK8,Boom Grenade,2,Mechanologist,,Deck,Mechanologist Action - Item,0,,,true,C,C,AIO|EVO,AIO020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AIO020.webp
CKmN6WtD9mjNbMHwdbKMp,Boom Grenade,3,Mechanologist,,Deck,Mechanologist Action - Item,0,,,true,C,C,EVO,EVO086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVO086.webp
CTRdQTjDrHNjCDh9nnDGB,Boots of Astral Sanctuary,,Generic,,Equipment,Generic Equipment - Legs,,,0,true,C|P,C,LGS|OMN,LGS455,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LGS455-CF.webp
bqhGbpG9NhgMcGGKdLwRM,Boots of Omnis Ward,,Generic,,Equipment,Generic Equipment - Legs,,,1,true,L,L,OMN,OMN204,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN204-RF.webp
bCKDD6gGb8dKzNdprDzff,Boots to the Boards,,,Revered,Equipment,Revered Equipment - Legs,,,2,true,M,M,APS|SUP,APS007,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APS007-RF.webp
6JztkHqwkFCGJgfBwKgq8,Booze!,3,,Reviled,Deck,Reviled Action - Aura,0,,3,true,C|P,C,LGS|SLY|SUP,LGS433,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LGS433-CF.webp
tJftFH7gQMpj7cQtCdQ76,Boulder Drop,1,Guardian,,Deck,Guardian Action - Attack,3,7,3,true,R|P,R,APS|GEM|SBR|TNP,APS008,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APS008.webp
jLqRGt6GqBn9NbHrzbKKm,Boulder Drop,2,Guardian,,Deck,Guardian Action - Attack,3,6,3,true,R|P,R,TCC|TNP,TCC039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/TCC039.webp
wwKjnd7RF7HJwWCLkN78L,Boulder Drop,3,Guardian,,Deck,Guardian Action - Attack,3,5,3,true,R|P,R,APS|SBR|TCC|TNP,APS016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/APS016.webp
9T6MpdKGz7bnbQpJrNQjq,Boulder Trap,2,Ranger,,Deck,Ranger Defense Reaction - Trap,0,,3,true,R|P,R,LGS|OUT|RIP,LGS138,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/LGS138-RF.webp
8G8jtfKGtQDzMtTd6gFL7,Bounding Demigon,1,Runeblade,Shadow,Deck,Shadow Runeblade Action - Attack,0,3,3,true,C,C,CHN|MON,CHN009,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CHN009.webp
PRtnhQ68CgRRFJpwkpKbR,Bounding Demigon,2,Runeblade,Shadow,Deck,Shadow Runeblade Action - Attack,0,2,3,true,C,C,MON,MON169,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON169.webp
FJLJfPT9G9rjCCqjGNnrm,Bounding Demigon,3,Runeblade,Shadow,Deck,Shadow Runeblade Action - Attack,0,1,3,true,C,C,MON,MON170,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON170.webp
c9BtftttMG7WNrKgnfJFt,Bracers of Belief,,Generic,,Equipment,Generic Equipment - Arms,,,0,true,C,C,1HP|ARC|AZL,1HP355,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP355.webp
Kkh8t7dFfWtf7WBRJWNNJ,Bracers of Bellona's Grace,,Warrior,Light,Equipment,Light Warrior Equipment - Arms,,,2,true,M,M,ASB,ASB005,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ASB005-RF.webp
ddWqPQBnFfqdkkMh87RKw,Bracken Rap,1,Guardian,Elemental,Deck,Elemental Guardian Action - Attack,3,6,3,true,C,C,TER,TER008,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/TER008.webp
K9ftdbtRngmNQMLwpWh9d,Bracken Rap,2,Guardian,Elemental,Deck,Elemental Guardian Action - Attack,3,5,3,true,C,C,TER,TER014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/TER014.webp
rJjFGmMcKmWCPdkdtmQLN,Brain Freeze,1,Wizard,Elemental,Deck,Elemental Wizard Action,0,,3,true,C,C,UPR,UPR116,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/UPR116.webp
CrPNmfmJ97gdcPcBtfHzR,Brain Freeze,2,Wizard,Elemental,Deck,Elemental Wizard Action,0,,3,true,C,C,UPR,UPR117,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/UPR117.webp
LKBWf8BKhgmwngPm7WWtw,Brain Freeze,3,Wizard,Elemental,Deck,Elemental Wizard Action,0,,3,true,C,C,SIY|UPR,SIY023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY023.webp
FhmDr7MmkjB9rnmnqdbTd,Brainstorm,3,Wizard,,Deck,Wizard Instant,3,,,true,M,M,DYN,DYN196,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DYN196.webp
DfBdWpFwfWFWcPLMwjG68,Bramble Spark,1,Runeblade,Elemental,Deck,Elemental Runeblade Action,0,,2,true,C,C,BRI|ELE,BRI012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BRI012.webp
zgdPgqpCdGFqgFwjm6JW8,Bramble Spark,2,Runeblade,Elemental,Deck,Elemental Runeblade Action,0,,2,true,C,C,ELE,ELE086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE086.webp
DJr7kwTDTm8MrPrBWn69D,Bramble Spark,3,Runeblade,Elemental,Deck,Elemental Runeblade Action,0,,2,true,C,C,BRI|ELE,BRI015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BRI015.webp
fGcBKBjTG9KFzbCmwNLhW,Brand with Cinderclaw,1,Ninja,Draconic,Deck,Draconic Ninja Action - Attack,0,3,2,true,C,C,FAI|SFA|UPR,FAI020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAI020.webp
FPphz9BckqMrmkrpLTN79,Brand with Cinderclaw,2,Ninja,Draconic,Deck,Draconic Ninja Action - Attack,0,2,2,true,C,C,SFA|UPR,SFA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SFA029.webp
KpmrMGn8pRtQnBbdCznbf,Brand with Cinderclaw,3,Ninja,Draconic,Deck,Draconic Ninja Action - Attack,0,1,2,true,C,C,SFA|UPR,SFA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SFA031.webp
CDLTkCC8RTrwFgLqPjWHc,Brandish,1,Generic,,Deck,Generic Action - Attack,1,3,2,true,C,C,MON,MON269,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON269.webp
QjLfPrBc8Rn76HhBcNbhj,Brandish,2,Generic,,Deck,Generic Action - Attack,1,2,2,true,C,C,MON,MON270,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON270.webp
nkzJhG8dqtwdMBBMFM8Mt,Brandish,3,Generic,,Deck,Generic Action - Attack,1,1,2,true,C,C,MON,MON271,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MON271.webp
GJBb8BW9zTQ8CkGbzFqmN,Braveforge Bracers,,Warrior,,Equipment,Warrior Equipment - Arms,,,2,true,P|L,P,1HP|FAB|MPW|WTR,1HP144,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP144.webp
tzTbzLkLhDzmW9QMJr9KF,Bravo,,Guardian,,Hero,Guardian Hero - Young,,,,false,T|C|P|V,T,1HP|BVO|HER|MPG|WTR|XXX,1HP044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP044.webp
DbqGjQMfWLNCfd7qGqGht,"Bravo, Flattering Showman",,Guardian,,Hero,Guardian Hero - Young,,,,false,R|M|P,R,BDD|GEM|HER|SBR|SMP,BDD001,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BDD001.webp
NtLDgPBR7HqDqhDzJMHmk,"Bravo, Showstopper",,Guardian,,Hero,Guardian Hero,,,,true,T|C|P,T,1HP|BVO|CRU|HER|WIN|WTR,1HP043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP043.webp
PFJnMWQNfr6jMMzJhjB9H,"Bravo, Star of the Show",,Guardian,Elemental,Hero,Elemental Guardian Hero,,,,true,M|P,M,EVR|WIN,EVR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR017.webp
GgpnHWbh8m96MdHdCRmnW,Break Ground,1,,Earth,Deck,Earth Action - Attack,3,7,2,true,C,C,ELE,ELE131,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE131.webp
bmLJpC7grdNJm9cdfhTTc,Break Ground,2,,Earth,Deck,Earth Action - Attack,3,6,2,true,C,C,ELE,ELE132,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE132.webp
FTnCF8qDgpz9T9LDbpbf8,Break Ground,3,,Earth,Deck,Earth Action - Attack,3,5,2,true,C,C,ELE|OLD,ELE133,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ELE133.webp
jWrgGqDQrJcHQ8PF7htmc,Break of Dawn,1,,Light,Deck,Light Instant,0,,,true,C|P,C,DTD|LGS,DTD100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD100.webp
L9ckNFnGCDh9tQtCg8rm6,Break of Dawn,2,,Light,Deck,Light Instant,0,,,true,C|P,C,DTD|LGS,DTD101,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD101.webp
GGH7Jb9gBH68rFcMCWWcd,Break of Dawn,3,,Light,Deck,Light Instant,0,,,true,C|P,C,DTD|LGS,DTD102,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DTD102.webp
jwWWMBhk9KQdTDBgCLKKj,Break Open the Chests!,2,Pirate,,Deck,Pirate Action,1,,3,true,R,R,PEN,PEN170,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN170.webp
GLqfqt8qLhgfwrM6rWckN,Break Stature,2,Guardian,,Deck,Guardian Action - Attack,5,8,3,true,M,M,MPG,MPG014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPG014.webp
wgLPnnJb8QW7WH6zRFbNr,Break Tide,2,Ninja,,Deck,Ninja Action - Attack,0,2,3,true,M,M,EVR,EVR038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/EVR038.webp
MHDhBfch9wDpjrhrR6R7d,Breaker Helm Protos,,Mechanologist,,Equipment,Mechanologist Equipment - Base Head,,,1,true,M|P,M,AMX|JDG,AMX003,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AMX003-RF.webp
qT78mFRmt9KQfQdGwfnJD,Breaking Point,1,,Draconic,Deck,Draconic Action - Attack,1,5,3,true,C|P,C,FAB|UPR,FAB091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB091-RF.webp
6dMC789mNcrmnMPWGMdhb,Breaking Scales,,Ninja,,Equipment,Ninja Equipment - Arms,,,1,true,C|P,C,1HP|FAB|KSU|WTR,1HP096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP096.webp
h9W6rrHqhh8p7bzH7tKmH,Breakneck Battery,1,Brute,,Deck,Brute Action - Attack,2,6,3,true,R,R,1HP|RNR|WTR,1HP016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP016.webp
jk9DMwtQDGFNpG7CBghpw,Breakneck Battery,2,Brute,,Deck,Brute Action - Attack,2,5,3,true,R,R,1HP|WTR,1HP017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP017.webp
NDtf9QNdnRFLkjncQDRgM,Breakneck Battery,3,Brute,,Deck,Brute Action - Attack,2,4,3,true,R,R,1HP|WTR,1HP018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/1HP018.webp
J8LhcKQG9z8mnTm6bMnFp,Breakwater Undertow,,Pirate|Necromancer,,Equipment,Pirate Necromancer Equipment - Legs,,,1,true,M|P,M,AGB|JDG,AGB007,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AGB007-RF.webp
H6WLbh6cgMkhmdqLhQWrJ,Breed Anger,1,Ninja,,Deck,Ninja Action - Attack,1,4,3,true,C,C,MST,MST176,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST176.webp
